id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
99477544,ONESTOP COURIER,onestop-courier-2361488500,41667,MD,9723 Baltimore Ave Ste 6,College Park,20740-1349,492210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,2,2021-02-20,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.",MD-05,NA,NA,NA,2361488500,353,PPP,Exemption 4,60,100,41667,41667,0,NA,123118,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.","4185 Harrison Blvd, Ste 200",OGDEN,UT,84403-6400,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1349,1,41661,NA,NA,NA,NA,NA,OGDEN,UT,NA,123118,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99593975,VINOD NIRMAL,vinod-nirmal-5321848609,5835,MD,3408 Duke St,College Park,20740-4014,621512,Sole Proprietorship,Asian,Male Owned,Non-Veteran,NA,1,2021-03-20,Capital Area Realtors FCU,MD-05,NA,NA,NA,5321848609,353,PPS,Exemption 4,60,100,5835,5835,0,NA,108804,Capital Area Realtors FCU,105 A Edmonston Dr,ROCKVILLE,MD,20852-1299,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4014,1,5829,NA,NA,NA,NA,NA,ROCKVILLE,MD,NA,108804,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99556764,OUSMANE DIALLO,ousmane-diallo-2031338803,13606,MD,6200 Westchester Park Dr Apt 1603,College Park,20740-2842,492110,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,NA,1,2021-04-11,Fountainhead SBF LLC,MD-05,NA,NA,NA,2031338803,353,PPP,Exemption 4,60,100,13606,13606,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2842,NA,13606,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99504541,PATRICK MAURIN,patrick-maurin-3002339010,20833,MD,9518 49th Ave,College Park,20740-1616,561720,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-05-18,"Readycap Lending, LLC",MD-05,NA,NA,NA,3002339010,353,PPP,Exemption 4,60,100,99430,20833,0,NA,499141,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1616,NA,20832,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,NA,499141,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99515361,KEEBLE MALCOLM,keeble-malcolm-1316019001,20832,MD,4812 College Ave,College Park,20740-3509,812111,Sole Proprietorship,Black or African American,Male Owned,Non-Veteran,NA,1,2021-05-13,"Prestamos CDFI, LLC",MD-05,NA,NA,NA,1316019001,353,PPP,Exemption 4,60,100,20832,20832,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3509,1,20829,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99563417,JONATHAN PENN,jonathan-penn-8676629002,12017,MD,8003 51st Ave N/A,College Park,20740-2514,238320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-28,"BSD Capital, LLC dba Lendistry",MD-05,NA,NA,NA,8676629002,353,PPP,Active Un-Disbursed,60,100,12017,12017,12017,NA,514546,"BSD Capital, LLC dba Lendistry",330 E. Lambert Rd Suite 275,Brea,CA,92821,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2514,1,12014,NA,NA,NA,NA,NA,Brea,CA,2021-05-28,514546,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99494087,SOUTHERN MARYLAND DENTAL SOCIETY,southern-maryland-dental-society-8963168307,25344,MD,4920 Niagara Rd,College Park,20740-1110,813920,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,2,2021-01-30,Sandy Spring Bank,MD-05,NA,NA,NA,8963168307,353,PPS,Exemption 4,60,100,25344,25344,0,NA,30872,Sandy Spring Bank,17801 Georgia Ave,OLNEY,MD,20832-2233,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1110,NA,25343,NA,NA,NA,NA,NA,OLNEY,MD,NA,30872,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99589644,GOT DOGS,got-dogs-1830247904,6601,MD,9104 51st Avenue,College Park,20740-1909,812990,Sole Proprietorship,White,Female Owned,Non-Veteran,NA,1,2020-06-11,Celtic Bank Corporation,MD-05,NA,NA,NA,1830247904,353,PPP,Exemption 4,60,100,6601,6601,0,NA,223542,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1909,825.12,4950.76,NA,825.12,NA,NA,NA,SALT LAKE CITY,UT,NA,223542,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99490732,CDJ INTERPRETING LLC,cdj-interpreting-llc-9115448408,28189.5,MD,9658 Baltimore Ave Ste 300,College Park,20740-1346,541930,Limited  Liability Company(LLC),Black or African American,Female Owned,Non-Veteran,NA,1,2021-02-16,"City First Bank, National Association",MD-05,NA,NA,NA,9115448408,353,PPS,Exemption 4,60,100,28189.5,28189.5,0,NA,123224,"City First Bank, National Association",1432 U St NW,WASHINGTON,DC,20009-3916,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1346,1,28184.5,NA,NA,NA,NA,NA,WASHINGTON,DC,NA,123224,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99511799,DEWAINE WILLIAMS,dewaine-williams-7728478900,20833,MD,6200 Westchester Park Dr,College Park,20740-2853,541430,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-07,Benworth Capital,MD-05,NA,NA,NA,7728478900,353,PPS,Exemption 4,60,100,20833,20833,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2853,NA,20833,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99462275,OMNISPEECH LLC,omnispeech-llc-4805078605,68937,MD,8400 Baltimore Ave Ste 324,College Park,20740-2496,511210,Limited  Liability Company(LLC),Black or African American,Female Owned,Non-Veteran,NA,4,2021-03-20,"Bank of America, National Association",MD-05,NA,NA,NA,4805078605,353,PPS,Exemption 4,60,100,68937,68937,0,NA,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2496,NA,68937,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,9551,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99567652,STEVEN WILLIAMS,steven-williams-7985098807,11006,MD,3902 Donnell Drive Forestville Md,College Park,20742,238310,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,1,2021-04-22,Fountainhead SBF LLC,MD-05,NA,NA,NA,7985098807,353,PPP,Exemption 4,60,100,11006,11006,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20742,NA,11006,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
93776847,SHOTTA EXCAVATION & CONTRACTION,shotta-excavation-contraction-9957638903,150135,MD,9004 Saint Andrews Pl N/A,College Park,20740-4036,236118,Corporation,Unanswered,Unanswered,Unanswered,NA,10,2021-05-12,"Leader Bank, National Association",MD-05,NA,NA,NA,9957638903,353,PPP,Active Un-Disbursed,60,100,150135,150135,150135,NA,262380,"Leader Bank, National Association",180 Massachusetts Ave,ARLINGTON,MA,02474-8448,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4036,1,150130,NA,NA,NA,NA,NA,ARLINGTON,MA,2021-05-12,262380,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99488045,ZAKI OMAR,zaki-omar-9819898303,30254,MD,5010 Branchville Rd,College Park,20740-2254,722511,Sole Proprietorship,Asian,Male Owned,Non-Veteran,NA,7,2021-01-31,"PNC Bank, National Association",MD-05,NA,NA,NA,9819898303,353,PPS,Exemption 4,60,100,30254,30254,0,Atomic Wings,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2254,NA,30253,NA,NA,NA,NA,NA,WILMINGTON,DE,NA,44449,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99529557,LAUREN HUIET,lauren-huiet-1931388906,20268,MD,5111 Lackawanna St,College Park,20740-4530,541430,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,NA,1,2021-04-26,Benworth Capital,MD-05,NA,NA,NA,1931388906,353,PPP,Exemption 4,60,100,20268,20268,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4530,NA,20268,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99551032,UNIVERSAL BARBERSHOP INC.,universal-barbershop-inc-8794588901,15083,MD,8801 Baltimore Ave N/A,College Park,20740-2133,812111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,10,2021-05-12,Customers Bank,MD-05,NA,NA,NA,8794588901,353,PPP,Active Un-Disbursed,60,100,15083,15083,15083,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2133,1,15077,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,2021-05-12,121536,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99581716,RUBEN ALVARENGA,ruben-alvarenga-9243458405,8198,MD,9816 49th Ave N/A,College Park,20740-1432,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-02-16,Customers Bank,MD-05,NA,NA,NA,9243458405,353,PPP,Exemption 4,60,100,8198,8198,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1432,NA,8197,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,NA,121536,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99619305,LEO PAUL GOERINGER,leo-paul-goeringer-1023308310,885,MD,5968 Westchester Park Dr Apt 202,College Park,20740-2802,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-01-16,Bank of Western Oklahoma,MD-05,NA,NA,NA,1023308310,353,PPP,Exemption 4,60,100,885,885,0,NA,58924,Bank of Western Oklahoma,201 E Broadway,ELK CITY,OK,73644-4733,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2802,NA,885,NA,NA,NA,NA,NA,ELK CITY,OK,NA,58924,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99451367,JARIAN & JARIAN INC,jarian-jarian-inc-4631097200,105208,MD,5100 College Avenue,College Park,20740,811111,Corporation,Unanswered,Male Owned,Non-Veteran,NA,10,2020-04-27,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,4631097200,353,PPP,Paid in Full,24,100,105208,105208,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,82063,NA,6312,NA,16833,NA,BUFFALO,NY,2021-03-19,46391,NA,N,NA,NA,NA,Unknown/NotStated,106032.37,2021-02-16
99458881,"GAILES' VIOLIN SHOP, INC.",gailes-violin-shop-inc-4750887302,78300,MD,10013 Rhode Island Ave.,College Park,20740,451140,Corporation,Unanswered,Unanswered,Unanswered,NA,13,2020-04-30,"Capital One, National Association",MD-05,NA,NA,NA,4750887302,353,PPP,Exemption 4,24,100,78300,78300,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,78300,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,N,NA,NA,NA,Unknown/NotStated,79187.4,2021-06-24
99533911,PARIS KENNEDY,paris-kennedy-3035019004,19750,MD,8145 Baltimore Ave,College Park,20740-2491,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,8,2021-05-18,"FC Marketplace, LLC (dba Funding Circle)",MD-05,NA,NA,NA,3035019004,353,PPS,Exemption 4,60,100,19750,19750,0,NA,529111,"FC Marketplace, LLC (dba Funding Circle)","85 2nd Street, Floor 4",San Francisco,CA,94105,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2491,1,19747,NA,NA,NA,NA,NA,San Francisco,CA,NA,529111,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99461636,JUSTINMOFFITT,justinmoffitt-9753917906,70460,MD,9432 Rhode Island Ave,College Park,20740-1639,238390,Sole Proprietorship,Unanswered,Male Owned,Unanswered,NA,1,2020-06-20,"Fulton Bank, National Association",MD-05,NA,NA,NA,9753917906,353,PPP,Exemption 4,60,100,70460,70460,0,NA,60701,"Fulton Bank, National Association",One Penn Sq,LANCASTER,PA,17602-2853,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1639,17615,52845,NA,NA,NA,NA,NA,LANCASTER,PA,NA,60701,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
99459346,JK LODGING LLC,jk-lodging-llc-2093318302,76848.27,MD,9150 Baltimore Ave,College Park,20740-1314,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,11,2021-01-20,"WesBanco Bank, Inc.",MD-05,NA,NA,NA,2093318302,353,PPS,Exemption 4,60,100,76848.27,76848.27,0,NA,75497,"WesBanco Bank, Inc.",1 Bank Plz,WHEELING,WV,26003-3543,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1314,1,76842.27,NA,NA,NA,NA,NA,WHEELING,WV,NA,75497,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99597742,"NASHID RASOOL",nashid-rasool-8726519003,5160,MD,6200 Westchester Park Dr Apt 1415,College Park,20740-2841,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-28,"City First Bank, National Association",MD-05,NA,NA,NA,8726519003,353,PPP,Active Un-Disbursed,60,100,5160,5160,5160,NA,123224,"City First Bank, National Association",1432 U St NW,WASHINGTON,DC,20009-3916,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2841,1,5157,NA,NA,NA,NA,NA,WASHINGTON,DC,2021-05-28,123224,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99443732,"FALCONI & MASRI INSURANCE ASSOCIATES, LLC",falconi-masri-insurance-associates-llc-4498107310,149108,MD,9723 Baltimore Ave Suite 2,College Park,20740-1349,524210,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,NA,12,2020-04-29,Celtic Bank Corporation,MD-05,NA,NA,NA,4498107310,353,PPP,Paid in Full,24,100,149108,149108,0,NA,223542,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,N,Unanswered,College Park,PRINCE GEORGES,MD,20740-1349,NA,149108,NA,NA,NA,NA,NA,SALT LAKE CITY,UT,2021-02-09,223542,NA,N,NA,NA,NA,Unknown/NotStated,150201.46,2021-01-28
99542554,AARON JONES,aaron-jones-8212518903,17500,MD,9308 Cherry Hill Rd,College Park,20740-1272,236118,Independent Contractors,Black or African American,Male Owned,Non-Veteran,NA,1,2021-05-11,"Prestamos CDFI, LLC",MD-05,NA,NA,NA,8212518903,353,PPP,Exemption 4,60,100,17500,17500,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1272,1,17496,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
93775077,DR. STEVEN L RATTNER DDS PA,dr-steven-l-rattner-dds-pa-1727968307,168250,MD,6100 Westchester Park Dr,College Park,20740-2852,621210,Professional Association,White,Male Owned,Non-Veteran,NA,12,2021-01-19,National Institutes of Health FCU,MD-05,NA,NA,NA,1727968307,353,PPS,Exemption 4,60,100,168250,168250,0,NA,98130,National Institutes of Health FCU,111 Rockville Pike Ste 500,ROCKVILLE,MD,20850-5170,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2852,1,168248,NA,NA,NA,NA,NA,ROCKVILLE,MD,NA,98130,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
93775054,"NATIONAL HISTORY DAY INC",national-history-day-inc-5510728509,168492,MD,4511 Knox Rd Ste 205,College Park,20740-3311,611710,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,7,2021-02-27,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,5510728509,353,PPS,Exemption 4,60,100,168492,168492,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3311,NA,168490,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99508603,SAN MIGUEL TRUCKING LLC,san-miguel-trucking-llc-5774918609,20833,MD,5011 Mineola Rd,College Park,20740-4613,484110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,1,2021-03-20,"Capital One, National Association",MD-05,NA,NA,NA,5774918609,353,PPP,Exemption 4,60,100,20833,20833,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4613,NA,20833,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,Y,NA,NA,NA,Hispanic or Latino,NA,NA
99523296,RAPHEAL WILLIAMS,rapheal-williams-5265768908,20800,MD,5007 Cheyenne Pl,College Park,20740-1919,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-29,MBE Capital Partners,MD-05,NA,NA,NA,5265768908,353,PPS,Exemption 4,60,100,20800,20800,0,NA,529431,MBE Capital Partners,1 Bridge Plaza N. # 550,Fort Lee,NJ,07024,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1919,NA,20800,NA,NA,NA,NA,NA,Fort Lee,NJ,NA,529431,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99535660,COLEEN LAMEY,coleen-lamey-7050138909,19302,MD,4702 Mangum Rd,College Park,20740-1446,812990,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-05-05,Cross River Bank,MD-05,NA,NA,NA,7050138909,353,PPS,Exemption 4,60,100,19302,19302,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1446,NA,19302,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99546070,TREVON BLIZZARD,trevon-blizzard-8595968905,16458,MD,9348 Cherry Hill Rd,College Park,20740-1241,711510,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,1,2021-05-11,Fountainhead SBF LLC,MD-05,NA,NA,NA,8595968905,353,PPS,Exemption 4,60,100,16458,16458,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1241,NA,16458,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99604230,ERINN DOOLEY,erinn-dooley-9005738302,4000,MD,4904 Indian Ln,College Park,20740-1632,711211,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,NA,1,2021-01-30,"Readycap Lending, LLC",MD-05,NA,NA,NA,9005738302,353,PPS,Exemption 4,60,100,4000,4000,0,NA,499141,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1632,NA,4000,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,NA,499141,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99553151,GIOVAUGHN LOGAN,giovaughn-logan-6972849004,14583,MD,7503 Wellesley Dr,College Park,20740-3037,711130,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-05-23,"BSD Capital, LLC dba Lendistry",MD-05,NA,NA,NA,6972849004,353,PPP,Exemption 4,60,100,14583,14583,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3037,NA,14583,NA,NA,NA,NA,NA,Brea,CA,NA,514546,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
93774717,BERBERIAN & COMPANY LLC,berberian-company-llc-5686027105,172100,MD,"5000 College Avenue,3102",College Park,20740,541330,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,7,2020-04-13,"Readycap Lending, LLC",MD-05,NA,NA,NA,5686027105,353,PPP,Exemption 4,24,100,172100,172100,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,172100,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,NA,499141,berberian-company-llc-1b69369ff4f70f75195ccd36aee1159b,N,NA,NA,NA,Unknown/NotStated,NA,NA
93770004,ADCOCKS ENTERPRISE INC,adcocks-enterprise-inc-6712747707,240100,MD,9215 51st Avenue,College Park,20740,114210,Corporation,Unanswered,Unanswered,Unanswered,NA,20,2020-05-01,"PNC Bank, National Association",MD-05,NA,NA,NA,6712747707,353,PPP,Paid in Full,24,100,240100,240100,0,NA,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Unanswered,College Park,PRINCE GEORGES,MD,20740-1047,NA,240100,NA,NA,NA,NA,NA,WILMINGTON,DE,2021-05-13,44449,adcocks-enterprise-inc-2dccecdc6ab0cd0011342f9446a0a827,Y,NA,NA,NA,Unknown/NotStated,242287.58,2021-03-31
93771493,CBMC CAPITAL BUILDING MAINTENANCE CORPORATION,cbmc-capital-building-maintenance-corporation-7662987105,214150,MD,5018 College,College Park,20740,561720,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,NA,29,2020-04-14,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,7662987105,353,PPP,Exemption 4,24,100,214150,214150,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,1750,163023,0,25950,0,23427,0,BUFFALO,NY,NA,46391,cbmc-capital-building-maintenance-corporation-a67ba66a335657af2d950bfda2bcd8e6,N,NA,NA,NA,Unknown/NotStated,216602.46,2021-06-11
93759974,"CASTLE SPRINKLER AND ALARM, INC.",castle-sprinkler-and-alarm-inc-5712057304,1053600,MD,5114 College Avenue,College Park,20740,922160,Corporation,Unanswered,Unanswered,Unanswered,NA,72,2020-04-30,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,5712057304,353,PPP,Exemption 4,24,100,1053600,1053600,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,1053600,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,castle-sprinkler-and-alarm-inc-07a9438cc2be8c7264db2a36f6be66ca,N,NA,NA,NA,Unknown/NotStated,1065072.53,2021-06-11
93771368,"EVOTECH, LLC",evotech-llc-6246307205,216079,MD,9658 Baltimore Avenue 300,College Park,20740-1346,541990,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,15,2020-04-27,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.",MD-05,NA,NA,NA,6246307205,353,PPP,Exemption 4,24,100,216079,216079,0,NA,123118,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.","4185 Harrison Blvd, Ste 200",OGDEN,UT,84403-6400,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1346,3000,177079,NA,36000,0,NA,NA,OGDEN,UT,NA,123118,evotech-llc-ef6855447f8babd1735dd993c158527a,Y,NA,NA,NA,Hispanic or Latino,NA,NA
93769717,"AMBER ENTERPRISES, INC",amber-enterprises-inc-1402637210,246000,MD,4917 edgewood Road,College Park,20740,236220,Corporation,Unanswered,Male Owned,Non-Veteran,NA,19,2020-04-15,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,1402637210,353,PPP,Paid in Full,24,100,246000,246000,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,400,228515,0,2466,0,14619,0,BUFFALO,NY,2021-03-19,46391,amber-enterprises-inc-45adeac86d617d78f140c01602fa0246,N,NA,NA,NA,Hispanic or Latino,248028.66,2021-02-19
93763383,HOLIDAY INN COLLEGE PARK,holiday-inn-college-park-7766047110,490428.84,MD,10000 Baltimore Ave,College Park,20740,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,33,2020-04-14,"Fulton Bank, National Association",MD-05,NA,NA,NA,7766047110,353,PPP,Paid in Full,24,100,490428.84,490428.84,0,NA,60701,"Fulton Bank, National Association",One Penn Sq,LANCASTER,PA,17602-2853,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,392343.08,NA,98085.76,NA,NA,NA,LANCASTER,PA,2021-04-17,60701,holiday-inn-college-park-5eeedc90e96dbcbe6d27110f5e408b1f,N,NA,NA,NA,Not Hispanic or Latino,494760.96,2021-03-09
